id,url,gender,description,price_per_ml
p1000207676,https://www.sephora.co.uk/p/gucci-the-alchemist-s-garden-where-my-heart-beats-eau-de-parfum-P1000207676,women,"GUCCI THE ALCHEMIST'S GARDEN. Gucci The Alchemist's Garden reimagines the four stages of ancient alchemy. The Vaporum stage: Gucci Where My Heart Beats Eau de Parfum. WHERE MY HEART BEATS EAU DE PARFUM The enchantment of a musky White Peony bouquet. FLORAL. POWDERY. LUMINOUS. . FRAGRANCE FAMILY: FLORAL POWDERY. The enchantment of a peony bouquet. White Peony's airy trail evokes florality with a greener, fresher quality. A powdery Violet Leaves accord vibrates with a watery edge when pierced by the peppery spiciness of Pink Pepper, captured through a superior supercritical fluid extraction method that faithfully maintains the true character of the raw material. Crystalline, radiance and volume is driven by a Musk curated from highly diffusive molecules.. . THE BOTTLE. Encased in a white bottle to reflect the luminous, powdery bouquet within. The bottle features the symbol of a butterfly to express the scent's simultaneous levity and power.. . OLFACTIVE ALCHEMIST Master perfumer Alberto Morillas uses a specific technique to capture the scent of the Peony, as well as a powdery accord of Violet Leaves, Musk, and a supercritical fluid extraction of Pink Pepper. Together, they recreate a bouquet of peonies, full of blousy, delicate petals.. .     Directions. SUGGESTED USAGE:|To enjoy the addictive notes of this Gucci perfume for longer, it is recommended to apply it to the body's pulse points, including the wrists, neck, behind the ears and chest.|Designed to be layered with other fragrances, create your own unique scent with other products from the Gucci Alchemist's Garden collection. There are three recommended layering combinations for Gucci Where My Heart Beats Eau de Parfum:|Elevate the radiant beauty of Where My Heart Beats Eau de Parfum with Tears from the Moon, where blousy Peony accord shines brightly with dewy Lily of the Valley, creating a billowing, bright bouquet.|Combine Where My Heart Beats with Voice of the Snake for a sensual, warm Peony trail, as the airy Peony accord quivers with the deep, seductive warmth of Oud.|Enhance the purity of Where My Heart Beats by layering it with A Forgotten Rose perfumed water and Moonlight Serenade perfumed oil, where Peony accord, Lavender, and Rose intertwine in a pure and wild floral embrace.. Ingredients. INGREDIENTS: ALCOHOL DENAT., PARFUM/FRAGRANCE, AQUA/WATER/EAU, CITRONELLOL, BENZYL SALICYLATE, GERANIOL, LINALOOL, ALPHA-ISOMETHYL IONONE, HYDROXYCITRONELLAL, LIMONENE, FARNESOL, EUGENOL, HEXYL CINNAMAL, CITRAL, CINNAMYL ALCOHOL, BENZYL ALCOHOL.This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . Notes.         Top Notes: PINK PEPPERHeart Notes: WHITE PEONYBase Notes: MUSK.     . . . . . . . Shop Gucci",2.65
p1000208251,https://www.sephora.co.uk/p/malin-goetz-strawberry-perfume-oil-P1000208251,women,"the perfume oil brings the soul of this fragrance to the forefront. replicating the sometimes indescribable experience of comfort, the feeling of happiness and contentment. a reimagined interpretation of the garden strawberry - deconstructed and unexpected. a skin-like scent, familiar and intimate formulated with a dynamic blend of fresh bergamot and pink pepper with warm musks, jasmine petals, and soft orris root for a close softness.\t. . top. sparkling bergamot, mara strawberry, pink pepper.. middle. jasmine petals, jasmine lactone captive, woodland greens.. base. cedarwood, oakmoss, captive musks, orris root.. . vegan. cruelty-free.. . . . . . .     .             Ingredients. \CARTHAMUS TINCTORIUS (SAFFLOWER) SEED OIL, FRAGRANCE (PARFUM), CAPRYLIC/CAPRICTRIGLYCERIDE, LIMONENE, LINALOOL, CITRAL, FARNESOL, HYDROXYCITRONELLAL, BENZYL ALCOHOL, CITRONELLOL, GERANIOL.\This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . Notes.         top. sparkling bergamot, mara strawberry, pink pepper.middle. jasmine petals, jasmine lactone captive, woodland greens.base. cedarwood, oakmoss, captive musks, orris root..     . . . . . . . Shop MALIN+GOETZ",3.78
p1000204840,https://www.sephora.co.uk/p/juliette-has-a-gun-ex-vetiver-P1000204840,women,"A FEMININE FRAGRANCE FOR MEN.The perfume is an overdose of vetiver with no less than 3 different varieties in the formula: Vetiver from Haiti, India, and Indonesia. «Ex» in Latin means «derived from», so the translation of Ex Vetiver in English would be «derived from vetiver» ! At first glance, there's a real hesperidic freshness that is citrusy and truly elegant. Then, the woods join into the dance. Rich, slightly smoky.The formula is built on a duality between the masculine and powerful facet of the root and citrusy accord, more delicate, refined and fusing. The resultis genuinely elegant, sophisticated even.. .     Directions. We recommend applying the perfume to the pulse points, i.e. the areas where heat is concentrated: the neck, the base and back of the ears, the hollows of the wrists, chest and elbows. A light touch can also be applied to clothing and hair.. Ingredients. Alcohol denat., Parfum, Aqua, Tetramethyl, Acetyloctahydronaphthalenes, Hexamethylindanopyran, Citrus Aurantium Bergamia Peel Oil, Limonene, Linalyl acetate, Linalool, Hydroxycitronellal, Ethylhexyl Salicylate, Citrus Limon Peel Oil, Butyl Methoxydibenzoylmethane, Alpha-Isomethyl Ionone, Pinene, Juniperus Virginia Oil, Geranyl Acetate, Pogostemon Cablin Oil, Citronellol, Citral, Coumarin, Beta-Caryophyllene, Terpinolene, Vanillin, Alpha-Terpinene, Terpineol, Geraniol. This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . Notes.         Top notes :- Bergamot essence- Lemon essenceHeart notes :- Vetiver des sables (India)- Vetive (Haïti) - Vetiver (Indonesia)Base notes :- Ambroxan- Musk.     . . . . . . . Shop Juliette Has A Gun",3.57
p4078094,https://www.sephora.co.uk/p/givenchy-irresistible-eau-de-parfum,women,"A captivating attraction emanates from Givenchy’s Irresistible Eau de Parfum as contrasting notes of radiant blond wood and luscious rose collide. A magnetic women’s perfume for the irresistibly charming woman. . . Opulent rose essential, made from buds picked at dawn on the slopes of the Isparta Mountains in Turkey, intertwines with luminous blond wood. Delicious pear and delicate iris meld into notes of ambrette and musk. Givenchy Irresistible Eau de Parfum—a floral-woody-fruity women’s perfume that invites you to let go and be free.. . . . . . .     .             Ingredients. ALCOHOL , PARFUM (FRAGRANCE) , AQUA (WATER) , LINALOOL , ALPHA-ISOMETHYL IONONE , ETHYLHEXYL METHOXYCINNAMATE , LIMONENE , GERANIOL , CITRONELLOL , DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE , BUTYL METHOXYDIBENZOYLMETHANE , BUTYLENE GLYCOL DICAPRYLATE/DICAPRATE , COUMARIN , CITRAL , TRIS(TETRAMETHYLHYDROXYPIPERIDINOL) CITRATE , BHT , CI 14700 (RED 4) , CI 60730 (EXT. VIOLET 2) , CI 19140 (YELLOW 5)This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . . . . . . Shop GIVENCHY",1.97
p10001523,https://www.sephora.co.uk/p/floral-street-chypre-sublime-eau-de-parfum,women,"Highlights.                         . . . . . . .     .                         . . . Floral Street Chypre Sublime Eau de Parfum, a fragrance for the sultry, exotic, mesmerising and captivating.    A glamourous woody Chypre. Vegan, sustainable, unforgettable.    Because we’ve never smelt a flower we didn’t like, we’ve loaded almost all of them into this un-put-downable blend. Purified damask rose, violets, patchouli and geranium tap their feet. Olibanum-used to awaken the spirit in meditation offers a resin soaked wooden table for the flowers to perch on.    Key ingredients   - Incense, Pink Pepper, Wild geranium, Damask Rose Absolute, Midnight Violets, Patchouli, Labdanum, Benzoin, Olibanum.. .     Directions. Spritz the fragrance on your pulse points.. Ingredients. Alcohol Denat., Parfum (Fragrance), Aqua/Water/Eau, Alpha Isomethyl Ionone, Benzophenone-2, Citronellol, Geraniol, Limonene, Cinnamal, Eugenol, Citral, Linalool, Benzyl Alcohol.""""This list of ingredients is subject to change: please check the product packaging..             . . Notes.         Fragrance family: floral. . Fragrance category: warm florals. . Key notes: rose absolute, incense and patchouli.     . . . . . . . Shop FLORAL STREET",1.48
p10013571,https://www.sephora.co.uk/p/valentino-valentino-born-in-roma-yellow-dream-for-her-eau-de-parfum,women,"Roman at heart, Valentino Beauty is a color cool couture Brand. BORN IN ROMA fragrances are tailored for people living their life freely, while embracing their heritage. BORN IN ROMA YELLOW DREAM paints a scented picture of Rome: a romantic golden light, clashes with a street fluo attitude. For her, it is a floral lift of a thousand rose petals, twisted with a new clean and fresh addiction. BORN IN ROMA YELLOW DREAM eau de parfum for her, is composed of 3 facets:  - A COLOR NOTE: an energizing dose of Italian primofiore lemon, brings a mouth-watering vivid citrus freshness  - A COUTURE NOTE: Damascan rose essence creates a blooming and luminous femininity   - A COOL NOTE: a contemporary clean accord is entwined with a sensual white musk overdose that develops into a lingering powdery softness. The bottle is designed with the iconic Valentino Rockstud: inspired by Roman architecture, this small pyramidal shape transforms a bottle from classic to edgy. The bottle is multi-facetted and energized by a yellow fluo signature. The BORN IN ROMA creation started with a dialogue with Valentino’s native city: Rome. The streets of Rome are full of the memories of the past. A symbol of free thought, a city where cultures and aesthetics layer on the walls. Reverence and irreverence collide. BORN IN ROMA pays a tribute to both haute couture and street culture that coexists in Maison Valentino designs. It is about an attitude towards life: I claim my heritage and I create my own rules. “Dream is the language of the soul” Pierpaolo Piccioli, Maison Valentino Creative Director.. .     Directions. Apply on each pulse point from a short distance.. Ingredients. ALCOHOL • PARFUM / FRAGRANCE • AQUA / WATER / EAU • HYDROXYCITRONELLAL • ETHYLHEXYL SALICYLATE • BUTYL METHOXYDIBENZOYLMETHANE • LIMONENE • LINALOOL • CITRONELLOL • GERANIOL • BENZYL ALCOHOL • COUMARIN • CINNAMYL ALCOHOL • METHYL ANTHRANILATE • CITRAL • TRIS(TETRAMETHYLHYDROXYPIPERIDINOL) CITRATE • ISOEUGENOL • EUGENOL • BENZYL BENZOATE • CI 14700 / RED 4 • CI 19140 / YELLOW 5 • CI 60730 / EXT. VIOLET 2This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . . . . . . Shop Valentino",1.45
p10013314,https://www.sephora.co.uk/p/jean-paul-gaultier-la-belle-le-parfum-eau-de-parfum,women,"Highlights.                         . . . . . . .     .                         . . . Let yourself be seduced by the intensity of Jean-Paul Gaultier's new feminine perfume: La Belle le Parfum. Immerse yourself in an ultra-feminine sensory universe, where all sins are allowed. The Eau de Parfum La Belle le Parfum by Jean-Paul Gaultier transports you with its uninhibited sensuality. Its bottle enhanced with gold roses contains fruity oriental notes that accompany you throughout the day with elegance. Discover La Belle le Parfum by Jean-Paul Gaultier, your seductive asset.. Give in to temptation!. SENSUAL - INTENSE - ADDICTIVE. .     Directions. Sensual, Eau de Parfum . Intense La Belle Le Parfum vaporizes with fullness and seduction. From the origin of the neckline to the intimacy of the wrists, her addiction hugs the curves of your elegance with a natural power of attraction.. . More information.         To cross your trail is to bite into the intensity of this Oriental Gourmand. Naked on the skin and the back of your clothes, its Intense Eau de Parfum captivates the senses to the point of sin.. How to resist temptation?.     . Ingredients. ALCOHOL DENAT., PARFUM (FRAGRANCE), AQUA (WATER), BENZYL SALICYLATE, BUTYL METHOXYDIBENZOYLMETHANE, ALPHA-ISOMETHYL IONONE, LINALOOL, HYDROXYCITRONELLAL, HEXYL CINNAMAL, COUMARIN, LIMONENE, CINNAMAL, CINNAMYL ALCOHOL, CITRONELLOL, BENZYL BENZOATE, BENZYL ALCOHOL, CITRAL, FARNESOL, GERANIOL, CI 60730 (EXT. VIOLET 2), CI 14700 (RED 4), CI 42090 (BLUE 1), CI 19140 (YELLOW 5).This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . . . . . . Shop Jean Paul Gaultier",2.57
u162133,https://www.sephora.co.uk/p/Shiseido-GINZA-Murasaki-Eau-De-Parfume-90ml,women,"Ginza Eau de Parfum Murasaki, the new Shiseido fragrance, embodies a powerful and irresistible femininity with its luminous Murasaki purple colour. A purple bouquet sharpened by woods, as multi-faceted and full of contrasts as the hypnotic colour of its fragrance.    THE STORY  Murasaki is a shade of purple famous in Japan, symbol of nobility, power and refinement. It is a precious colour, formerly reserved for the court and Samurai. Ginza Eau de Parfum Murasaki embodies modern femininity, armed with enough strength to shine in our contemporary world.    THE FRAGRANCE  In the top notes, the delicacy of the violet flower meets crisp notes of Fuji apple and pomegranate. The floral heart mingles jasmine with wisteria, a Murasaki-coloured flower whose bunch of petals hang onto a solid trunk. A breath of freesia bathes the bouquet in light, balanced by the power of sandalwood which gives the trail a vibrant, velvety aspect.  A purple bouquet sharpened by woods, the perfect balance between strength and femininity.    THE BOTTLE  Conceived by the designer Constance Guisset, this exceptional object plays on contrasts. The solid glass block forms sinuous curves. A black dagger pierces the bottle and dives into the purple fragrance to release all its power.  This fragrance is certified vegan and contains namely both biosourced natural and synthetic raw material.    #TheGinzaSpirit #ShiseidoFragrance    HOW TO APPLY IT?  Spray Ginza Eau de Parfum Murasaki on your pulse points: the nape and front of the neck, behind the ears and on the wrists.. .     Directions. not available. Ingredients. ALCOHOL, FRAGRANCE (PARFUM), WATER(AQUA/EAU), TOCOPHERYL ACETATE, LIMONENE, LINALOOL, HYDROXYCITRONELLAL, BUTYL METHOXYDIBENZOYLMETHANE, CITRONELLOL, HEXYL CINNAMAL, ALPHA-ISOMETHYL IONONE, ISOEUGENOL, GERANIOL, METHYL 2-OCTYNOATE, RED 4 (CI 14700), YELLOW 5 (CI 19140), EXT. VIOLET 2 (CI 60730). . This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . . . . . . Shop Shiseido",
p1000213609,https://www.sephora.co.uk/p/penhaligon-s-men-s-mini,men,"Set includes . Halfeti Eau de Parfum, Quercus Eau de Toilette, Endymion Cologne, Blenheim Bouquet Eau de Toilette, and Juniper Sling Eau de Toilette.. A curation of our most popular fragrances. Timeless, fabulous, subtle and show-stopping. After all – what greater gift is there than not having to choose?​. .     Directions. Carefully remove the cap from the bottle and apply fragrance directly to pulse points.. Ingredients. *** Endymion Concentré Eau de Parfum *** ALCOHOL DENAT., PARFUM (FRAGRANCE), AQUA (WATER), COUMARIN, ALPHA-ISOMETHYL IONONE, BUTYL METHOXYDIBENZOYLMETHANE, LINALOOL, HYDROXYCITRONELLAL, CITRONELLOL, EUGENOL, GERANIOL, LIMONENE.*** Halfeti Eau de Parfum *** ALCOHOL DENAT., PARFUM (FRAGRANCE), AQUA (WATER), LINALOOL, COUMARIN, LIMONENE, CITRONELLOL, EUGENOL, CINNAMAL, CITRAL.*** Juniper Sling Eau de Toilette *** ALCOHOL DENAT., PARFUM (FRAGRANCE), AQUA (WATER), LINALOOL, LIMONENE, GERANIOL, CITRAL, CINNAMAL, ISOEUGENOL, BENZYL ALCOHOL.*** Penhaligon's Blenheim Bouquet Eau de Toilette *** ALCOHOL DENAT., AQUA (WATER), PARFUM (FRAGRANCE), LIMONENE, LINALOOL, CITRAL, GERANIOL, HYDROXYCITRONELLAL, CITRONELLOL, COUMARIN, ISOEUGENOL, BENZYL BENZOATE.*** Quercus Eau de Cologne *** ALCOHOL DENAT., AQUA (WATER), PARFUM (FRAGRANCE), LIMONENE, LINALOOL, CITRONELLOL, GERANIOL, COUMARIN, CITRAL, ISOEUGENOL.This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . Notes.         Halfeti Eau de Parfum 5 ml: Top Notes: Grapefruit, Bergamot, Green Notes. Heart Notes: Nutmeg, Saffron, Rose. Base Notes: Leather, Oud, Sandalwood. Endymion Concentré Eau de Parfum 5 ml: Top Notes: Bergamot, Lavender, Sage. Heart Notes: Suede Accord, Geranium. Base Notes: Leather, Incense, Nutmeg, Juniper Sling Eau de Toilette 5 ml: Top Notes: Orange Brandy, Angelica, Juniper Berry. Heart Notes: Cardamom, Black Pepper, Orris. Base Notes: Brown Sugar, Black Cherry, Vetiver. Blenheim Bouquet Eau de Toilette 5 ml: Top Notes: Lemon, Lime. Heart Notes: Lavender. Base Notes: Cedar, Pine. Quercus Eau de Cologne 5 ml: Top Notes: Lemon, Lime, Mandarin. Heart Notes: Jasmine, Lily of the Valley, Cardamom. Base Notes: Oakmoss, Sandalwood, Musk..     . . . . . . . Shop Penhaligon's",10.0
p10048854,https://www.sephora.co.uk/p/azzaro-wanted-eau-de-parfum,men,"All in Adrenaline. With Azzaro Wanted Eau de Parfum, experience a new shot of adrenaline. A fragrance that gets Wanted men to play all in. A contrasted combination of hot & fresh sensations spiked with the energizing notes of fusing Juniper Berries & vibrant Sage sensually enveloped in elegant Vetiver. Azzaro Wanted Eau de Parfum is a composition from the \Woody Aromatic Spicy” family, conveyed by high-quality ingredients: - At its dawn: Juniper Berries - At its zenith: Sage Heart* - At its dusk: Vetiver *Raw material derived from sustainable development practices. Selected with its partners, Sage Heart is exclusively crafted for Azzaro and sustainably sourced in France.. Directions. Spray near your pulse points – the neck, torso, behind the ears and the wrists – to reveal all the facets of this fragrance.. Ingredients. 2042210 04 - INGREDIENTS:  ALCOHOL • PARFUM / FRAGRANCE • AQUA / WATER / EAU • LIMONENE • LINALOOL • ETHYLHEXYL SALICYLATE • BUTYL METHOXYDIBENZOYLMETHANE • COUMARIN • HYDROXYCITRONELLAL • BENZYL SALICYLATE • ALPHA-ISOMETHYL IONONE • CITRONELLOL • BENZYL ALCOHOL • CITRAL • GERANIOL • BENZYL BENZOATE • METHYL ANTHRANILATE • CI 15510 / ORANGE 4 (F.I.L. N70021146/1).This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . Notes.         - Top Notes: Juniper Berries- Heart Notes: Sage Heart- Base Notes: Vetiver.     . . . . . . . Shop Azzaro",0.92
p10024968,https://www.sephora.co.uk/p/azzaro-the-most-wanted-parfum,men,"Life is a game, are you ready to play and reach the next level with The Most Wanted Parfum? Fiery and intense, this Fougere Ambery Spicy fragrance for men invites you to release your burning energy like never before. A new olfactory story, encapsulated in the iconic black barrel bottle revealing a gradient & radiant ambered juice.. Directions. Spray near your pulse points – the neck, torso, behind the ears and the wrists – to reveal all the facets of this fragrance.. Ingredients. 2042197 04 - INGREDIENTS:  ALCOHOL • PARFUM / FRAGRANCE • AQUA / WATER / EAU • BENZYL BENZOATE • LIMONENE • ETHYLHEXYL SALICYLATE • BUTYL METHOXYDIBENZOYLMETHANE • COUMARIN • LINALOOL • METHYL ANTHRANILATE • HYDROXYCITRONELLAL • BENZYL ALCOHOL • ALPHA-ISOMETHYL IONONE • CITRONELLOL • CITRAL • ISOEUGENOL • GERANIOL • CINNAMAL • TRIS(TETRAMETHYLHYDROXYPIPERIDINOL) CITRATE • EUGENOL • BENZYL SALICYLATE • METHYL 2-OCTYNOATE • BENZYL CINNAMATE • CI 15510 / ORANGE 4 • CI 14700 / RED 4 • CI 61570 / GREEN 5 (F.I.L. N297646/1).This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . Notes.         - Top Notes: Cardamom- Heart Notes: Toffee Accord- Base Notes: Amber Woods.     . . . . . . . Shop Azzaro",0.97
p10015274,https://www.sephora.co.uk/p/azzaro-the-most-wanted-eau-de-parfum-intense,men,"The AZZARO WANTED saga continues, a new chapter begins by revealing a highly desirable olfactory interpretation in the light of day. This intense Eau de Parfum challenges you to enjoy every moment. Life is a game, but are you ready to play and live intensely with AZZARO THE MOST WANTED? This men's fragrance invites its wearer to always take on more challenges, seek out new experiences and be more daring than ever to break the rules. It is the ultimate weapon of seduction that showcases the irresistible charisma of a man desired by all. More playful than ever, THE MOST WANTED man never stops playing, in fact just the opposite... This intense Eau de Parfum for men is based around addictive ingredients that reveal a magnetic and sophisticated fragrance. The combination of cardamom, a fondant caramel accord and amber wood provides this intense Eau de Parfum with an irresistibly sensual olfactory signature. Finally, this emblematic barrel-shaped fragrance bottle features a deep, matte black finish for an assertive masculinity.. Directions. Spray near your pulse points – the neck, torso, behind the ears and the wrists – to reveal all the facets of this fragrance.. Ingredients. 2042186 04 - INGREDIENTS:  ALCOHOL DENAT. • PARFUM / FRAGRANCE • AQUA / WATER / EAU • LIMONENE • COUMARIN • LINALOOL • HYDROXYCITRONELLAL • ETHYLHEXYL SALICYLATE • BUTYL METHOXYDIBENZOYLMETHANE • ALPHA-ISOMETHYL IONONE • CITRONELLOL • ISOEUGENOL • BENZYL ALCOHOL • CITRAL • GERANIOL • EUGENOL • BENZYL BENZOATE • METHYL 2-OCTYNOATE • BENZYL CINNAMATE • HEXYL CINNAMAL (F.I.L. B277395/1).This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . Notes.         - Top Notes: Cardamom- Heart Notes: Toffee Accord- Base Notes: Amber Woods.     . . . . . . . Shop Azzaro",0.95
p10061987,https://www.sephora.co.uk/p/rabanne-fragrances-invictus-victory-absolu-parfum-intense,men,"Be victorious with INVICTUS Victory Absolu Parfum Intense: the winning masculine signature by Rabanne. Made for the hero who always leaves his mark, INVICTUS Victory Absolu captures the clash of fresh waves on warm volcanic rock through a contrasting woody, spicy, ambery accord. The olfactory clash of fresh black pepper, sensual amber and addictive sandalwood empowers him to carve victory in stone as he secures the ultimate win.. . . . . . .     .             Ingredients. ALCOHOL DENAT., PARFUM (FRAGRANCE), AQUA (WATER), TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, HEXAMETHYLINDANOPYRAN, BENZYL SALICYLATE, TRIMETHYLCYCLOPENTENYL METHYLISOPENTENOL, LIMONENE, COUMARIN, VANILLIN, BUTYL METHOXYDIBENZOYLMETHANE, JUNIPERUS VIRGINIANA OIL, CITRUS LIMON PEEL OIL, PINENE, POGOSTEMON CABLIN OIL, BETA-CARYOPHYLLENE, CITRONELLOL, SANTALOL, ROSE KETONES, TERPINOLENE, TERPINEOL, CITRAL, ALCOHOL, ALPHA-TERPINENE, HEXADECANOLACTONE, TRIS(TETRAMETHYLHYDROXYPIPERIDINOL) CITRATE, LINALOOL, BENZALDEHYDE, GERANYL ACETATE, BENZYL BENZOATE, BENZYL ALCOHOL.This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . Notes.         Fragrance Top Notes:Fresh Black PepperFragrance Heart Notes:Sensual AmberFragrance Base Notes:Addictive sandalwood.     . . . . . . . Shop RABANNE FRAGRANCES",1.7
p1000210290,https://www.sephora.co.uk/p/armani-stronger-with-you-eau-de-toilette,men,"This set contains :.     Emporio Armani Stronger With You Intense 50ml + Shower Gel 75ml. This Holiday Season, the ARMANI Giftset dresses in sparkles, unveiling a dazzling blue and silver gradient. Open your Holiday giftset and fall for ARMANI's inimitable icons. This Stronger With You Intensely Giftset is composed of a 50ml fragrance and a 75ml Shower Gel. This fragrance represents the personality of modern young men in search of a scent that commands attention. Addictive and audacious, the eau de parfum plays with contrasts of fresh and spicy, opening with a burst of Pink Pepper encapsulated in sugar-coated Chestnut. Fiery yet smooth and woody, the fragrance marries creamy Vanilla and Suede with Ambery Woods to create a striking, unforgettable sensory experience. Top note:Pink pepper essence Heart note: Vanilla essence Base note: Ambery woods accord. . . . . . .     .             Ingredients. 738174 08:  ALCOHOL • PARFUM / FRAGRANCE • AQUA / WATER / EAU • BENZYL SALICYLATE • BENZYL ALCOHOL • ALPHA-ISOMETHYL IONONE • LIMONENE • LINALOOL • COUMARIN • HEXYL CINNAMAL • GERANIOL • HYDROXYCITRONELLAL • CITRONELLOL • CITRAL • BENZYL BENZOATE (F.I.L. B277029/1).This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . . . . . . Shop ARMANI",1.56
p1000210038,https://www.sephora.co.uk/p/gucci-guilty-pour-homme-eau-de-toilette-for-men-duo,men,"This Christmas gift set contains: - Gucci Guilty Pour Homme Eau de Toilette, 50ml - Gucci Guilty Pour Homme Eau de Toilette Travel Spray, 15ml. Sparkle under the stars, gift Gucci Beauty. Extending a loving invitation to explore, create and connect with our truest selves, Gucci Guilty Pour Femme and Pour Homme fragrances are an ode to self-acceptance, friendship and love in all its forms. Gucci Guilty Pour Homme Eau de Toilette for Men presents an aromatic fougère fragrance that inspires a fresh take on blending sensuality with living authentically. Hedonistic and decadent, this Gucci fragrance opens with the spicy scent of Pink Pepper mixed with the fresh scent of Italian Lemon. At the heart of this Eau de Toilette, the non-conformist ideals of Gucci Guilty coincide with non-conventional fragrance-making by incorporating Orange Blossom, a scent traditionally used as a symbol of romance and innocence in feminine fragrances. White floral with honey tones enriches this fragrance's notes of Neroli and French Lavender – the very flower the original playboy, Casanova, used to scent his love letters. Completing this modern expression of sensuality, mystery and intrigue is the enticing aroma of Patchouli, which develops with hints of leather, green, woody notes and incense-like qualities. The dry down of this Gucci scent finishes with the masculine richness of Cedarwood. The masculine and sensual Eau de Toilette is housed in a sleek black bottle with a transparent upper half that contrasts with the frosted metal bottom half, mirroring the irresistible floral woody fragrance within. The perfect Christmas gift for him. This Christmas gift set contains: - Gucci Guilty Pour Homme Eau de Toilette, 50ml - Gucci Guilty Pour Homme Eau de Toilette Travel Spray, 15ml. Ingredients. INGREDIENTS: ALCOHOL DENAT., AQUA/WATER/EAU, PARFUM/FRAGRANCE, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES, LINALYL ACETATE, LIMONENE, LINALOOL, CITRUS AURANTIUM BERGAMIA (BERGAMOT) PEEL OIL, HEXAMETHYLINDANOPYRAN, POGOSTEMON CABLIN OIL, ETHYLHEXYL METHOXYCINNAMATE, CITRUS LIMON (LEMON) PEEL OIL, HYDROXYCITRONELLAL, PINENE, LAVANDULA OIL/EXTRACT, DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE, BENZYL SALICYLATE, AMYL SALICYLATE, ALPHA-ISOMETHYL IONONE, VANILLIN, TRIMETHYLCYCLOPENTENYL METHYLISOPENTENOL, CITRUS AURANTIUM PEEL OIL, BETA-CARYOPHYLLENE, GERANYL ACETATE, CAMPHOR, CITRAL, ROSE KETONES, TERPINEOL, TERPINOLENE, ALPHA-TERPINENE, CITRUS AURANTIUM FLOWER OIL, GERANIOL, EXT. VIOLET 2 (CI 60730), RED 4 (CI 14700), YELLOW 5 (CI 19140), BLUE 1 (CI 42090), RED 33 (CI 17200).This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . . . . . . Shop Gucci",1.52
p1000209986,https://www.sephora.co.uk/p/versace-eros-najim-parfum,men,"This set contains :.     Set contains Parfum 100ml + Travel size 10ml + GWP. A NEW STAR IS BORNNAJIM: derived from the Arabic word for ‘star'.Eros Najim is a beautiful star. Its warm, golden-amber light illuminates the dunes of the Middle Eastern desert at sunset.A radiant, powerful and deeply rooted fragrance, with intriguing, mystical tones that offer a unique olfactory experience. Warm, enveloping caramel tones, a seductive embrace full of strong, intense elements such as cardamom, oud wood, patchouli and vetiver, as well as incense, brightened by the light and vibrant energy of yellow Italian mandarin. . Directions. One or two sprays around your neck and on your pulse points (areas where the body is warmer, such as the wrists, ankles, inside the elbows and behind the knees) from a minimum distance of 6 inches, then allow to dry without rubbing.. Ingredients. ALCOHOL DEANT., PARFUM, TETRAMETHYL ACETYLOCTAHYDRONAPHTHALENES,DIPROPYLENE GLYCOL, AQUA, CITRUS LIMON PEEL OIL, LINALYL ACETATE, LIMONENE, VANILLIN HEXAMETHYLINDANOPYRAN, POGOSTEMON CABLIN OIL, COUMARIN, PINENE, ETHYLHEXYL METHOXYCINNAMATE, LINALOOL, ALPHA-ISOMETHYL IONONE, JUNIPERUS VIRGINIANA OIL, CITRUS AURANTUM PEEL OIL, CITRONELLOL BUTYL METHOXYDIBENZOYLMETHANE ETHYLHEXYL, SALICYLATE, CITRAL, BETA-CARYOPHYLLENE, MENTHA VIRIDIS LEAF OIL, CARVONE, GERANYL ACETATE, MENTHOL, CEDRUS ATLANTICA OIL, TERPINEOL, CITRUS AURANTIUM BERGAMIA PEEL OIL, GERANIOL, ROSE KETONES, LAVANDULA OIL  PELARGONIUM GRAVEOLENS, FLOWER OIL, TERPINOLENE, ALPHA-TERPINENE, CINNAMOMUM ZEYLANICUM BARK OIL, SOLAREOL, BENZALDEHYDE, CINNAMAL, EUGENOL, ISOEUGENOL.This list of ingredients may be subject to change, please consult the packaging of the product purchased.. . . Notes.         Top Notes: Yellow Mandarine Italy, Saffron, Cardamom IndiaHeart Notes: Oud, Cedarwood Virginia USA, CaramelBase Notes: Patchouli Indonesia, Vetiver Haiti, Benzoin Res Laos.     . . . . . . . Shop Versace",0.84
